PAIRS: 11130
VAN:   Max Speed=40km/h
BIKE:  Max Speed=20km/h
---------------------------------------------

NA			 NB			  VAN(s)      BIKE(s)
50547 		 02087 		  128 		  128
50547 		 02094 		  80 		  80
50547 		 02098 		  55 		  55
50547 		 02104 		  30 		  30
50547 		 02114 		  221 		  221
50547 		 02117 		  227 		  227
50547 		 02127 		  111 		  111
50547 		 02135 		  129 		  129
50547 		 02137 		  254 		  254
50547 		 02143 		  220 		  220
50547 		 02152 		  188 		  188
50547 		 02157 		  151 		  151
50547 		 02160 		  197 		  197
50547 		 02178 		  101 		  101
50547 		 02182 		  44 		  44
50547 		 02193 		  70 		  70
50547 		 02195 		  95 		  95
50547 		 02205 		  112 		  112
50547 		 02212 		  134 		  134
50547 		 02216 		  151 		  151
50547 		 02223 		  101 		  101
50547 		 02234 		  136 		  136
50547 		 02236 		  150 		  150
50547 		 02243 		  293 		  293
50547 		 02246 		  341 		  341
50547 		 02251 		  309 		  309
50547 		 02258 		  330 		  330
50547 		 02262 		  414 		  414
50547 		 02263 		  377 		  377
50547 		 02264 		  357 		  357
50547 		 02279 		  337 		  337
50547 		 02282 		  361 		  361
50547 		 02283 		  350 		  350
50547 		 02294 		  403 		  403
50547 		 02296 		  297 		  297
50547 		 02303 		  255 		  255
50547 		 02305 		  252 		  252
50547 		 02311 		  172 		  172
50547 		 02312 		  154 		  154
50547 		 02317 		  313 		  313
50547 		 02320 		  293 		  293
50547 		 02324 		  248 		  248
50547 		 02325 		  376 		  376
50547 		 02328 		  361 		  361
50547 		 02332 		  219 		  219
50547 		 02342 		  151 		  151
50547 		 02347 		  180 		  180
50547 		 02348 		  174 		  174
50547 		 02373 		  239 		  239
50547 		 02375 		  238 		  238
50547 		 02376 		  338 		  338
50547 		 02380 		  240 		  240
50547 		 02383 		  214 		  214
50547 		 02394 		  305 		  305
50547 		 02403 		  322 		  322
50547 		 02432 		  439 		  439
50547 		 02453 		  458 		  458
50547 		 02466 		  633 		  633
50547 		 02472 		  368 		  368
50547 		 02476 		  352 		  352
50547 		 02490 		  383 		  383
50547 		 02494 		  373 		  373
50547 		 02505 		  490 		  490
50547 		 02511 		  607 		  607
50547 		 02513 		  590 		  590
50547 		 02530 		  575 		  575
50547 		 02539 		  171 		  171
50547 		 02540 		  204 		  204
50547 		 02542 		  186 		  186
50547 		 02551 		  230 		  230
50547 		 02560 		  263 		  263
50547 		 02563 		  308 		  308
50547 		 02566 		  202 		  202
50547 		 02590 		  232 		  232
50547 		 02593 		  241 		  241
50547 		 02597 		  242 		  242
50547 		 02610 		  311 		  311
50547 		 02615 		  198 		  198
50547 		 02620 		  219 		  219
50547 		 05066 		  311 		  311
50547 		 05108 		  436 		  436
50547 		 05294 		  448 		  448
50547 		 05295 		  334 		  334
50547 		 05296 		  354 		  354
50547 		 50541 		  90 		  91
50547 		 50548 		  246 		  246
50547 		 50569 		  281 		  281
50547 		 50583 		  155 		  155
50547 		 99991 		  532 		  532
50547 		 99992 		  457 		  457
50547 		 99993 		  213 		  213
50547 		 99994 		  128 		  128
50548 		 00001 		  1769 		  2121
50548 		 00002 		  301 		  301
50548 		 00754 		  384 		  384
50548 		 00770 		  778 		  778
50548 		 01098 		  368 		  368
50548 		 02016 		  97 		  97
50548 		 02027 		  165 		  165
50548 		 02032 		  203 		  203
50548 		 02035 		  51 		  51
50548 		 02040 		  118 		  118
50548 		 02062 		  97 		  97
50548 		 02079 		  131 		  131
50548 		 02083 		  168 		  168
50548 		 02087 		  159 		  159
50548 		 02094 		  188 		  188
50548 		 02098 		  207 		  207
50548 		 02104 		  238 		  238
50548 		 02114 		  126 		  126
50548 		 02117 		  130 		  130
50548 		 02127 		  155 		  155
50548 		 02135 		  178 		  178
50548 		 02137 		  159 		  159
50548 		 02143 		  197 		  197
50548 		 02152 		  190 		  190
50548 		 02157 		  228 		  228
50548 		 02160 		  219 		  219
50548 		 02178 		  211 		  211
50548 		 02182 		  252 		  252
50548 		 02193 		  277 		  277
50548 		 02195 		  303 		  303
50548 		 02205 		  268 		  268
50548 		 02212 		  285 		  285
50548 		 02216 		  311 		  311
50548 		 02223 		  300 		  300
50548 		 02234 		  344 		  344
50548 		 02236 		  597 		  597
50548 		 02243 		  215 		  215
50548 		 02246 		  233 		  233
50548 		 02251 		  245 		  245
50548 		 02258 		  267 		  267
50548 		 02262 		  348 		  348
50548 		 02263 		  299 		  299
50548 		 02264 		  294 		  294
50548 		 02279 		  319 		  319
50548 		 02282 		  354 		  354
50548 		 02283 		  336 		  336
50548 		 02294 		  419 		  419
50548 		 02296 		  234 		  234
50548 		 02303 		  245 		  245
50548 		 02305 		  268 		  268
50548 		 02311 		  282 		  282
50548 		 02312 		  311 		  311
50548 		 02317 		  288 		  288
50548 		 02320 		  280 		  280
50548 		 02324 		  298 		  298
50548 		 02325 		  305 		  305
50548 		 02328 		  321 		  321
50548 		 02332 		  331 		  331
50548 		 02342 		  308 		  308
50548 		 02347 		  338 		  338
50548 		 02348 		  382 		  382
50548 		 02373 		  400 		  400
50548 		 02375 		  414 		  414
50548 		 02376 		  359 		  359
50548 		 02380 		  353 		  353
50548 		 02383 		  375 		  375
50548 		 02394 		  419 		  419
50548 		 02403 		  473 		  473
50548 		 02432 		  430 		  430
50548 		 02453 		  507 		  507
50548 		 02466 		  563 		  563
50548 		 02472 		  457 		  457
50548 		 02476 		  485 		  485
50548 		 02490 		  538 		  538
50548 		 02494 		  538 		  538
50548 		 02505 		  549 		  549
50548 		 02511 		  537 		  537
50548 		 02513 		  554 		  554
50548 		 02530 		  612 		  612
50548 		 02539 		  631 		  631
50548 		 02540 		  628 		  628
50548 		 02542 		  645 		  645
50548 		 02551 		  647 		  647
50548 		 02560 		  668 		  668
50548 		 02563 		  686 		  686
50548 		 02566 		  357 		  357
50548 		 02590 		  389 		  389
50548 		 02593 		  397 		  397
50548 		 02597 		  277 		  277
50548 		 02610 		  286 		  286
50548 		 02615 		  198 		  198
50548 		 02620 		  380 		  380
50548 		 05066 		  161 		  161
50548 		 05108 		  242 		  242
50548 		 05294 		  827 		  827
50548 		 05295 		  191 		  191
50548 		 05296 		  211 		  211
50548 		 50541 		  334 		  334
50548 		 50547 		  246 		  246
50548 		 50569 		  98 		  98
50548 		 50583 		  334 		  334
50548 		 99991 		  916 		  916
50548 		 99992 		  309 		  309
50548 		 99993 		  52 		  52
50548 		 99994 		  340 		  340
50569 		 00001 		  1843 		  2200
50569 		 00002 		  393 		  393
50569 		 00754 		  478 		  478
50569 		 00770 		  684 		  684
50569 		 01098 		  289 		  289
50569 		 02016 		  188 		  188
50569 		 02027 		  81 		  81
50569 		 02032 		  125 		  125
50569 		 02035 		  120 		  120
50569 		 02040 		  189 		  189
50569 		 02062 		  126 		  126
50569 		 02079 		  223 		  223
50569 		 02083 		  259 		  259
50569 		 02087 		  198 		  198
50569 		 02094 		  211 		  211
50569 		 02098 		  230 		  230
50569 		 02104 		  284 		  284
50569 		 02114 		  85 		  85
50569 		 02117 		  64 		  64
50569 		 02127 		  177 		  177
50569 		 02135 		  199 		  199
50569 		 02137 		  90 		  90
50569 		 02143 		  127 		  127
50569 		 02152 		  124 		  124
50569 		 02157 		  159 		  159
50569 		 02160 		  149 		  149
50569 		 02178 		  232 		  232
50569 		 02182 		  273 		  273
50569 		 02193 		  300 		  300
50569 		 02195 		  306 		  306
50569 		 02205 		  226 		  226
50569 		 02212 		  306 		  306
50569 		 02216 		  332 		  332
50569 		 02223 		  322 		  322
50569 		 02234 		  359 		  359
50569 		 02236 		  345 		  345
50569 		 02243 		  143 		  143
50569 		 02246 		  151 		  151
50569 		 02251 		  169 		  169
50569 		 02258 		  195 		  195
50569 		 02262 		  268 		  268
50569 		 02263 		  219 		  219
50569 		 02264 		  223 		  223
50569 		 02279 		  308 		  308
50569 		 02282 		  275 		  275
50569 		 02283 		  287 		  287
50569 		 02294 		  340 		  340
50569 		 02296 		  162 		  162
50569 		 02303 		  175 		  175
50569 		 02305 		  198 		  198
50569 		 02311 		  213 		  213
50569 		 02312 		  234 		  234
50569 		 02317 		  216 		  216
50569 		 02320 		  210 		  210
50569 		 02324 		  227 		  227
50569 		 02325 		  234 		  234
50569 		 02328 		  368 		  368
50569 		 02332 		  261 		  261
50569 		 02342 		  244 		  244
50569 		 02347 		  273 		  273
50569 		 02348 		  398 		  398
50569 		 02373 		  346 		  346
50569 		 02375 		  375 		  375
50569 		 02376 		  345 		  345
50569 		 02380 		  283 		  283
50569 		 02383 		  304 		  304
50569 		 02394 		  349 		  349
50569 		 02403 		  431 		  431
50569 		 02432 		  352 		  352
50569 		 02453 		  427 		  427
50569 		 02466 		  484 		  484
50569 		 02472 		  378 		  378
50569 		 02476 		  405 		  405
50569 		 02490 		  458 		  458
50569 		 02494 		  458 		  458
50569 		 02505 		  516 		  516
50569 		 02511 		  458 		  458
50569 		 02513 		  475 		  475
50569 		 02530 		  533 		  533
50569 		 02539 		  367 		  367
50569 		 02540 		  372 		  372
50569 		 02542 		  415 		  415
50569 		 02551 		  418 		  418
50569 		 02560 		  400 		  400
50569 		 02563 		  420 		  420
50569 		 02566 		  294 		  294
50569 		 02590 		  325 		  325
50569 		 02593 		  444 		  444
50569 		 02597 		  208 		  208
50569 		 02610 		  214 		  214
50569 		 02615 		  128 		  128
50569 		 02620 		  309 		  309
50569 		 05066 		  73 		  73
50569 		 05108 		  150 		  150
50569 		 05294 		  622 		  622
50569 		 05295 		  111 		  111
50569 		 05296 		  130 		  130
50569 		 50541 		  371 		  371
50569 		 50547 		  281 		  281
50569 		 50548 		  98 		  98
50569 		 50583 		  429 		  429
50569 		 99991 		  565 		  565
50569 		 99992 		  229 		  229
50569 		 99993 		  122 		  122
50569 		 99994 		  343 		  343
50583 		 00001 		  1652 		  1991
50583 		 00002 		  91 		  91
50583 		 00754 		  121 		  121
50583 		 00770 		  590 		  590
50583 		 01098 		  696 		  696
50583 		 02016 		  373 		  373
50583 		 02027 		  493 		  493
50583 		 02032 		  532 		  532
50583 		 02035 		  380 		  380
50583 		 02040 		  396 		  396
50583 		 02062 		  401 		  401
50583 		 02079 		  222 		  222
50583 		 02083 		  192 		  192
50583 		 02087 		  437 		  437
50583 		 02094 		  258 		  258
50583 		 02098 		  218 		  218
50583 		 02104 		  156 		  156
50583 		 02114 		  453 		  453
50583 		 02117 		  457 		  457
50583 		 02127 		  499 		  499
50583 		 02135 		  506 		  506
50583 		 02137 		  487 		  487
50583 		 02143 		  524 		  524
50583 		 02152 		  518 		  518
50583 		 02157 		  305 		  305
50583 		 02160 		  547 		  547
50583 		 02178 		  261 		  261
50583 		 02182 		  171 		  171
50583 		 02193 		  181 		  181
50583 		 02195 		  203 		  203
50583 		 02205 		  264 		  264
50583 		 02212 		  294 		  294
50583 		 02216 		  309 		  309
50583 		 02223 		  210 		  210
50583 		 02234 		  226 		  226
50583 		 02236 		  258 		  258
50583 		 02243 		  546 		  546
50583 		 02246 		  561 		  561
50583 		 02251 		  575 		  575
50583 		 02258 		  597 		  597
50583 		 02262 		  676 		  676
50583 		 02263 		  627 		  627
50583 		 02264 		  624 		  624
50583 		 02279 		  646 		  646
50583 		 02282 		  682 		  682
50583 		 02283 		  663 		  663
50583 		 02294 		  747 		  747
50583 		 02296 		  563 		  563
50583 		 02303 		  573 		  573
50583 		 02305 		  596 		  596
50583 		 02311 		  326 		  326
50583 		 02312 		  308 		  308
50583 		 02317 		  618 		  618
50583 		 02320 		  609 		  609
50583 		 02324 		  400 		  400
50583 		 02325 		  636 		  636
50583 		 02328 		  511 		  511
50583 		 02332 		  371 		  371
50583 		 02342 		  305 		  305
50583 		 02347 		  388 		  388
50583 		 02348 		  317 		  317
50583 		 02373 		  406 		  406
50583 		 02375 		  354 		  354
50583 		 02376 		  489 		  489
50583 		 02380 		  392 		  392
50583 		 02383 		  512 		  512
50583 		 02394 		  455 		  455
50583 		 02403 		  792 		  792
50583 		 02432 		  758 		  758
50583 		 02453 		  829 		  829
50583 		 02466 		  820 		  820
50583 		 02472 		  818 		  818
50583 		 02476 		  789 		  789
50583 		 02490 		  826 		  826
50583 		 02494 		  743 		  743
50583 		 02505 		  682 		  682
50583 		 02511 		  798 		  798
50583 		 02513 		  781 		  781
50583 		 02530 		  762 		  762
50583 		 02539 		  286 		  286
50583 		 02540 		  281 		  281
50583 		 02542 		  302 		  302
50583 		 02551 		  299 		  299
50583 		 02560 		  326 		  326
50583 		 02563 		  340 		  340
50583 		 02566 		  496 		  496
50583 		 02590 		  526 		  526
50583 		 02593 		  794 		  794
50583 		 02597 		  394 		  394
50583 		 02610 		  616 		  616
50583 		 02615 		  526 		  526
50583 		 02620 		  352 		  352
50583 		 05066 		  489 		  489
50583 		 05108 		  524 		  524
50583 		 05294 		  640 		  640
50583 		 05295 		  518 		  518
50583 		 05296 		  539 		  539
50583 		 50541 		  171 		  171
50583 		 50547 		  155 		  155
50583 		 50548 		  334 		  334
50583 		 50569 		  429 		  429
50583 		 99991 		  563 		  563
50583 		 99992 		  637 		  637
50583 		 99993 		  372 		  372
50583 		 99994 		  212 		  212
99991 		 00001 		  1314 		  1596
99991 		 00002 		  540 		  540
99991 		 00754 		  607 		  607
99991 		 00770 		  129 		  129
99991 		 01098 		  334 		  334
99991 		 02016 		  670 		  670
99991 		 02027 		  444 		  444
99991 		 02032 		  400 		  400
99991 		 02035 		  560 		  560
99991 		 02040 		  577 		  577
99991 		 02062 		  524 		  524
99991 		 02079 		  515 		  515
99991 		 02083 		  484 		  484
99991 		 02087 		  483 		  483
99991 		 02094 		  450 		  450
99991 		 02098 		  433 		  433
99991 		 02104 		  530 		  530
99991 		 02114 		  479 		  479
99991 		 02117 		  449 		  449
99991 		 02127 		  440 		  440
99991 		 02135 		  407 		  407
99991 		 02137 		  447 		  447
99991 		 02143 		  406 		  406
99991 		 02152 		  421 		  421
99991 		 02157 		  386 		  386
99991 		 02160 		  387 		  387
99991 		 02178 		  383 		  383
99991 		 02182 		  486 		  486
99991 		 02193 		  464 		  464
99991 		 02195 		  451 		  451
99991 		 02205 		  410 		  410
99991 		 02212 		  413 		  413
99991 		 02216 		  430 		  430
99991 		 02223 		  444 		  444
99991 		 02234 		  402 		  402
99991 		 02236 		  384 		  384
99991 		 02243 		  393 		  393
99991 		 02246 		  368 		  368
99991 		 02251 		  333 		  333
99991 		 02258 		  318 		  318
99991 		 02262 		  345 		  345
99991 		 02263 		  300 		  300
99991 		 02264 		  300 		  300
99991 		 02279 		  251 		  251
99991 		 02282 		  295 		  295
99991 		 02283 		  280 		  280
99991 		 02294 		  229 		  229
99991 		 02296 		  346 		  346
99991 		 02303 		  356 		  356
99991 		 02305 		  353 		  353
99991 		 02311 		  318 		  318
99991 		 02312 		  299 		  299
99991 		 02317 		  316 		  316
99991 		 02320 		  319 		  319
99991 		 02324 		  348 		  348
99991 		 02325 		  291 		  291
99991 		 02328 		  276 		  276
99991 		 02332 		  269 		  269
99991 		 02342 		  367 		  367
99991 		 02347 		  338 		  338
99991 		 02348 		  443 		  443
99991 		 02373 		  282 		  282
99991 		 02375 		  269 		  269
99991 		 02376 		  253 		  253
99991 		 02380 		  247 		  247
99991 		 02383 		  286 		  286
99991 		 02394 		  179 		  179
99991 		 02403 		  165 		  165
99991 		 02432 		  253 		  253
99991 		 02453 		  178 		  178
99991 		 02466 		  201 		  201
99991 		 02472 		  192 		  192
99991 		 02476 		  161 		  161
99991 		 02490 		  173 		  173
99991 		 02494 		  114 		  114
99991 		 02505 		  82 		  82
99991 		 02511 		  146 		  146
99991 		 02513 		  129 		  129
99991 		 02530 		  151 		  151
99991 		 02539 		  415 		  415
99991 		 02540 		  411 		  411
99991 		 02542 		  427 		  427
99991 		 02551 		  439 		  439
99991 		 02560 		  248 		  248
99991 		 02563 		  250 		  250
99991 		 02566 		  189 		  189
99991 		 02590 		  186 		  186
99991 		 02593 		  168 		  168
99991 		 02597 		  342 		  342
99991 		 02610 		  314 		  314
99991 		 02615 		  415 		  415
99991 		 02620 		  303 		  303
99991 		 05066 		  494 		  494
99991 		 05108 		  700 		  700
99991 		 05294 		  147 		  147
99991 		 05295 		  461 		  461
99991 		 05296 		  445 		  445
99991 		 50541 		  450 		  450
99991 		 50547 		  532 		  532
99991 		 50548 		  916 		  916
99991 		 50569 		  565 		  565
99991 		 50583 		  563 		  563
99991 		 99992 		  385 		  385
99991 		 99993 		  561 		  561
99991 		 99994 		  420 		  420
99992 		 00001 		  1660 		  2054
99992 		 00002 		  603 		  603
99992 		 00754 		  686 		  686
99992 		 00770 		  439 		  439
99992 		 01098 		  98 		  98
99992 		 02016 		  399 		  399
99992 		 02027 		  191 		  191
99992 		 02032 		  156 		  156
99992 		 02035 		  296 		  296
99992 		 02040 		  365 		  365
99992 		 02062 		  305 		  305
99992 		 02079 		  433 		  433
99992 		 02083 		  468 		  468
99992 		 02087 		  373 		  373
99992 		 02094 		  387 		  387
99992 		 02098 		  406 		  406
99992 		 02104 		  459 		  459
99992 		 02114 		  256 		  256
99992 		 02117 		  235 		  235
99992 		 02127 		  353 		  353
99992 		 02135 		  376 		  376
99992 		 02137 		  246 		  246
99992 		 02143 		  250 		  250
99992 		 02152 		  282 		  282
99992 		 02157 		  316 		  316
99992 		 02160 		  256 		  256
99992 		 02178 		  409 		  409
99992 		 02182 		  449 		  449
99992 		 02193 		  475 		  475
99992 		 02195 		  478 		  478
99992 		 02205 		  380 		  380
99992 		 02212 		  477 		  477
